,,,,,,,,String Pot #1/Mid disp,,,String Pot #2/Mid disp,,,Strain Gages (ue),,,,,,
,,,,,,,,,,0.944,,,0.944,1,2,3,,4,5,6
Time,1.0000,,Loading step,Load,Loading (lb),LC,,Sting Pot,,Displacement (in),String Pot,,Displacement (in),Ext Bot,Int Top,Int Bot,Int Shear,Int Bot,Int Shear 2,Ext Top
12/22/2015 15:56:55.686,0.0000,,x,15537,-15372,0.002055,-0.000285,8.386881,-0.392463,-0.415744703,8.386881,-0.392463,-0.415744703,-0.000289,0.00007,0.004361,-0.000001,0.003818,0.000033,-0.00071
12/22/2015 15:56:57.447,0.0000,,x,15543,-15378,0.001606,-0.000285,8.385986,-0.393358,-0.416692797,8.385986,-0.393358,-0.416692797,-0.000289,0.000069,0.004367,-0.000001,0.003824,0.000033,-0.000712
12/22/2015 15:56:59.071,0.0000,,x,15549,-15384,0.002932,-0.000286,8.38512,-0.394224,-0.417610169,8.38512,-0.394224,-0.417610169,-0.00029,0.000069,0.004373,-0.000001,0.003829,0.000033,-0.000713
12/22/2015 15:57:00.756,0.0000,,x,15556,-15391,0.001076,-0.000286,8.384427,-0.394917,-0.41834428,8.384427,-0.394917,-0.41834428,-0.00029,0.000069,0.004379,-0.000001,0.003835,0.000033,-0.000715
12/22/2015 15:57:02.488,0.0000,,x,15562,-15397,0.001248,-0.000287,8.383773,-0.395571,-0.419037076,8.383773,-0.395571,-0.419037076,-0.000291,0.000069,0.004386,-0.000001,0.003841,0.000033,-0.000716
12/22/2015 15:57:04.173,0.0000,,x,15568,-15403,0.000489,-0.000287,8.38309,-0.396254,-0.419760593,8.38309,-0.396254,-0.419760593,-0.000291,0.00007,0.004393,-0.000001,0.003848,0.000033,-0.000717
12/22/2015 15:57:05.950,0.0000,,x,15574,-15409,0.000192,-0.000288,8.382704,-0.39664,-0.420169492,8.382704,-0.39664,-0.420169492,-0.000292,0.00007,0.004401,-0.000001,0.003855,0.000033,-0.000719
12/22/2015 15:57:07.620,0.0000,,x,15580,-15415,-0.001154,-0.000288,8.382021,-0.397323,-0.420893008,8.382021,-0.397323,-0.420893008,-0.000292,0.00007,0.00441,-0.000001,0.003862,0.000033,-0.00072
12/22/2015 15:57:09.383,0.0000,,x,15586,-15421,-0.001103,-0.000289,8.381088,-0.398256,-0.421881356,8.381088,-0.398256,-0.421881356,-0.000293,0.000071,0.004419,-0.000001,0.00387,0.000033,-0.000721
12/22/2015 15:57:10.865,0.0000,,x,15593,-15428,0.000732,-0.000289,8.380089,-0.399255,-0.422939619,8.380089,-0.399255,-0.422939619,-0.000293,0.000071,0.004428,-0.000001,0.003877,0.000034,-0.000723
12/22/2015 15:57:12.518,0.0000,,x,15599,-15434,0.003743,-0.00029,8.379099,-0.400245,-0.423988347,8.379099,-0.400245,-0.423988347,-0.000294,0.000072,0.00444,-0.000001,0.003887,0.000033,-0.000724
12/22/2015 15:57:14.156,0.0000,,x,15605,-15440,0.00165,-0.000291,8.377942,-0.401402,-0.425213983,8.377942,-0.401402,-0.425213983,-0.000295,0.000073,0.004452,-0.000001,0.003898,0.000033,-0.000726
12/22/2015 15:57:15.982,0.0000,,x,15611,-15446,0.001216,-0.000291,8.37699,-0.402354,-0.426222458,8.37699,-0.402354,-0.426222458,-0.000295,0.000074,0.004466,-0.000001,0.003909,0.000034,-0.000728
12/22/2015 15:57:17.854,0.0000,,x,15617,-15452,0.003471,-0.000292,8.376338,-0.403006,-0.426913136,8.376338,-0.403006,-0.426913136,-0.000296,0.000075,0.00448,-0.000001,0.003918,0.000034,-0.000729
12/22/2015 15:57:19.509,0.0000,,x,15623,-15458,0.002853,-0.000292,8.375867,-0.403477,-0.427412076,8.375867,-0.403477,-0.427412076,-0.000296,0.000076,0.004491,-0.000001,0.003926,0.000034,-0.00073
12/22/2015 15:57:21.147,0.0000,,x,15630,-15465,-0.000748,-0.000293,8.375241,-0.404103,-0.428075212,8.375241,-0.404103,-0.428075212,-0.000297,0.000077,0.0045,-0.000001,0.003933,0.000034,-0.000731
12/22/2015 15:57:22.596,0.0000,,x,15636,-15471,0.001098,-0.000293,8.374738,-0.404606,-0.428608051,8.374738,-0.404606,-0.428608051,-0.000297,0.000078,0.004509,-0.000001,0.003939,0.000034,-0.000732
12/22/2015 15:57:24.203,0.0000,,x,15642,-15477,-0.001922,-0.000293,8.374172,-0.405172,-0.429207627,8.374172,-0.405172,-0.429207627,-0.000297,0.000079,0.004517,-0.000001,0.003945,0.000034,-0.000732
12/22/2015 15:57:25.780,0.0000,,x,15648,-15483,0.001586,-0.000294,8.3736,-0.405744,-0.429813559,8.3736,-0.405744,-0.429813559,-0.000298,0.00008,0.004526,-0.000001,0.003951,0.000034,-0.000733
12/22/2015 15:57:27.418,0.0000,,x,15654,-15489,0.001845,-0.000294,8.373154,-0.40619,-0.430286017,8.373154,-0.40619,-0.430286017,-0.000298,0.000081,0.004535,-0.000001,0.003958,0.000034,-0.000735
12/22/2015 15:57:29.118,0.0000,,x,15660,-15495,-0.000302,-0.000295,8.372496,-0.406848,-0.430983051,8.372496,-0.406848,-0.430983051,-0.000299,0.000081,0.004546,-0.000001,0.003966,0.000034,-0.000736
12/22/2015 15:57:30.818,0.0000,,x,15667,-15502,-0.000251,-0.000295,8.371159,-0.408185,-0.432399364,8.371159,-0.408185,-0.432399364,-0.000299,0.000083,0.004557,-0.000001,0.003975,0.000034,-0.000737
12/22/2015 15:57:32.582,0.0000,,x,15673,-15508,0.000913,-0.000296,8.370087,-0.409257,-0.433534958,8.370087,-0.409257,-0.433534958,-0.0003,0.000084,0.004568,-0.000001,0.003984,0.000034,-0.000738
12/22/2015 15:57:34.173,0.0000,,x,15679,-15514,0.002623,-0.000296,8.369065,-0.410279,-0.434617585,8.369065,-0.410279,-0.434617585,-0.0003,0.000085,0.004579,-0.000001,0.003993,0.000034,-0.000739
12/22/2015 15:57:35.936,0.0000,,x,15685,-15520,-0.001906,-0.000296,8.36787,-0.411474,-0.435883475,8.36787,-0.411474,-0.435883475,-0.0003,0.000086,0.004591,-0.000001,0.004002,0.000034,-0.000741
12/22/2015 15:57:37.636,0.0000,,x,15691,-15526,-0.000152,-0.000297,8.367386,-0.411958,-0.436396186,8.367386,-0.411958,-0.436396186,-0.000301,0.000087,0.004603,-0.000001,0.004011,0.000034,-0.000742
12/22/2015 15:57:39.462,0.0000,,x,15698,-15533,-0.002165,-0.000297,8.366599,-0.412745,-0.437229873,8.366599,-0.412745,-0.437229873,-0.000301,0.000089,0.004615,-0.000001,0.00402,0.000034,-0.000743
12/22/2015 15:57:41.038,0.0000,,x,15704,-15539,0.001102,-0.000298,8.36608,-0.413264,-0.437779661,8.36608,-0.413264,-0.437779661,-0.000302,0.00009,0.004624,-0.000001,0.004027,0.000034,-0.000744
12/22/2015 15:57:42.816,0.0000,,x,15710,-15545,0.001063,-0.000298,8.365141,-0.414203,-0.438774364,8.365141,-0.414203,-0.438774364,-0.000302,0.000091,0.004635,-0.000001,0.004035,0.000034,-0.000745
12/22/2015 15:57:44.563,0.0000,,x,15716,-15551,0.003752,-0.000299,8.36429,-0.415054,-0.439675847,8.36429,-0.415054,-0.439675847,-0.000303,0.000092,0.004646,-0.000001,0.004043,0.000034,-0.000746
12/22/2015 15:57:46.341,0.0000,,x,15722,-15557,0.000084,-0.000299,8.36355,-0.415794,-0.440459746,8.36355,-0.415794,-0.440459746,-0.000303,0.000093,0.004656,-0.000002,0.00405,0.000034,-0.000747
12/22/2015 15:57:48.072,0.0000,,x,15728,-15563,0.001137,-0.000299,8.363123,-0.416221,-0.440912076,8.363123,-0.416221,-0.440912076,-0.000303,0.000094,0.004666,-0.000001,0.004058,0.000034,-0.000748
12/22/2015 15:57:49.695,0.0000,,x,15735,-15570,-0.001125,-0.0003,8.362358,-0.416986,-0.441722458,8.362358,-0.416986,-0.441722458,-0.000304,0.000095,0.004676,-0.000002,0.004065,0.000034,-0.000748
12/22/2015 15:57:51.506,0.0000,,x,15741,-15576,-0.000225,-0.0003,8.361504,-0.41784,-0.442627119,8.361504,-0.41784,-0.442627119,-0.000304,0.000097,0.004687,-0.000001,0.004073,0.000034,-0.000749
12/22/2015 15:57:53.253,0.0000,,x,15747,-15582,0.001073,-0.000301,8.36048,-0.418864,-0.443711864,8.36048,-0.418864,-0.443711864,-0.000305,0.000098,0.004698,-0.000001,0.004082,0.000034,-0.00075
12/22/2015 15:57:55.093,0.0000,,x,15753,-15588,0.002607,-0.000301,8.359398,-0.419946,-0.444858051,8.359398,-0.419946,-0.444858051,-0.000305,0.000099,0.004709,-0.000001,0.004091,0.000034,-0.000751
12/22/2015 15:57:56.747,0.0000,,x,15759,-15594,0.002744,-0.000302,8.358601,-0.420743,-0.445702331,8.358601,-0.420743,-0.445702331,-0.000306,0.0001,0.004719,-0.000001,0.004099,0.000034,-0.000752
12/22/2015 15:57:58.416,0.0000,,x,15765,-15600,0.003877,-0.000302,8.357637,-0.421707,-0.446723517,8.357637,-0.421707,-0.446723517,-0.000306,0.000102,0.004729,-0.000001,0.004107,0.000034,-0.000752
12/22/2015 15:58:00.054,0.0000,,x,15772,-15607,0.002993,-0.000302,8.35715,-0.422194,-0.447239407,8.35715,-0.422194,-0.447239407,-0.000306,0.000103,0.004738,-0.000001,0.004115,0.000034,-0.000753
12/22/2015 15:58:01.724,0.0000,,x,15778,-15613,0.00159,-0.000303,8.356334,-0.42301,-0.448103814,8.356334,-0.42301,-0.448103814,-0.000307,0.000104,0.004748,-0.000001,0.004122,0.000034,-0.000754
12/22/2015 15:58:03.361,0.0000,,x,15784,-15619,-0.00027,-0.000303,8.355698,-0.423646,-0.448777542,8.355698,-0.423646,-0.448777542,-0.000307,0.000105,0.004757,-0.000001,0.004129,0.000034,-0.000755
12/22/2015 15:58:05.078,0.0000,,x,15790,-15625,0.002221,-0.000304,8.354971,-0.424373,-0.449547669,8.354971,-0.424373,-0.449547669,-0.000308,0.000106,0.004766,-0.000001,0.004136,0.000034,-0.000756
12/22/2015 15:58:06.809,0.0000,,x,15796,-15631,0.001727,-0.000304,8.35406,-0.425284,-0.450512712,8.35406,-0.425284,-0.450512712,-0.000308,0.000108,0.004775,-0.000001,0.004143,0.000034,-0.000757
12/22/2015 15:58:08.525,0.0000,,x,15802,-15637,0.003877,-0.000304,8.35326,-0.426084,-0.451360169,8.35326,-0.426084,-0.451360169,-0.000308,0.000109,0.004783,-0.000001,0.00415,0.000034,-0.000758
12/22/2015 15:58:10.257,0.0000,,x,15809,-15644,0.003991,-0.000304,8.352603,-0.426741,-0.452056144,8.352603,-0.426741,-0.452056144,-0.000308,0.00011,0.004791,-0.000001,0.004156,0.000034,-0.000759
12/22/2015 15:58:11.974,0.0000,,x,15815,-15650,0.000776,-0.000305,8.351701,-0.427643,-0.453011653,8.351701,-0.427643,-0.453011653,-0.000309,0.000111,0.004799,-0.000001,0.004164,0.000034,-0.00076
12/22/2015 15:58:13.659,0.0000,,x,15821,-15656,-0.001087,-0.000305,8.350443,-0.428901,-0.45434428,8.350443,-0.428901,-0.45434428,-0.000309,0.000112,0.004807,-0.000001,0.00417,0.000034,-0.000761
12/22/2015 15:58:15.531,0.0000,,x,15827,-15662,0.003701,-0.000305,8.349289,-0.430055,-0.455566737,8.349289,-0.430055,-0.455566737,-0.000309,0.000114,0.004816,-0.000001,0.004178,0.000034,-0.000762
12/22/2015 15:58:17.184,0.0000,,x,15833,-15668,0.001998,-0.000305,8.348416,-0.430928,-0.456491525,8.348416,-0.430928,-0.456491525,-0.000309,0.000115,0.004824,-0.000001,0.004184,0.000034,-0.000763
12/22/2015 15:58:18.931,0.0000,,x,15840,-15675,0.000515,-0.000306,8.347688,-0.431656,-0.457262712,8.347688,-0.431656,-0.457262712,-0.00031,0.000116,0.004833,-0.000001,0.004192,0.000034,-0.000764
12/22/2015 15:58:20.630,0.0000,,x,15846,-15681,-0.001508,-0.000306,8.347081,-0.432263,-0.45790572,8.347081,-0.432263,-0.45790572,-0.00031,0.000117,0.004841,-0.000001,0.004199,0.000034,-0.000765
12/22/2015 15:58:22.316,0.0000,,x,15852,-15687,-0.000822,-0.000306,8.346405,-0.432939,-0.458621822,8.346405,-0.432939,-0.458621822,-0.00031,0.000118,0.004849,-0.000001,0.004206,0.000034,-0.000766
12/22/2015 15:58:24.095,0.0000,,x,15858,-15693,0.003864,-0.000307,8.345731,-0.433613,-0.459335805,8.345731,-0.433613,-0.459335805,-0.000311,0.000119,0.004858,-0.000001,0.004214,0.000034,-0.000767
12/22/2015 15:58:25.796,0.0000,,x,15864,-15699,-0.001689,-0.000307,8.344662,-0.434682,-0.46046822,8.344662,-0.434682,-0.46046822,-0.000311,0.000121,0.004866,-0.000001,0.00422,0.000034,-0.000768
12/22/2015 15:58:27.574,0.0000,,x,15870,-15705,0.004282,-0.000308,8.343299,-0.436045,-0.461912076,8.343299,-0.436045,-0.461912076,-0.000312,0.000122,0.004873,-0.000002,0.004227,0.000034,-0.000769
12/22/2015 15:58:29.336,0.0000,,x,15877,-15712,0.00268,-0.000308,8.342464,-0.43688,-0.46279661,8.342464,-0.43688,-0.46279661,-0.000312,0.000123,0.004881,-0.000001,0.004237,0.000034,-0.00077
12/22/2015 15:58:31.132,0.0000,,x,15883,-15718,0.003704,-0.000308,8.341509,-0.437835,-0.463808263,8.341509,-0.437835,-0.463808263,-0.000312,0.000124,0.004888,-0.000001,0.004243,0.000034,-0.000771
12/22/2015 15:58:32.801,0.0000,,x,15889,-15724,-0.000257,-0.000308,8.34077,-0.438574,-0.464591102,8.34077,-0.438574,-0.464591102,-0.000312,0.000126,0.004895,-0.000001,0.004249,0.000034,-0.000772
12/22/2015 15:58:34.486,0.0000,,x,15895,-15730,0.000735,-0.000309,8.340083,-0.439261,-0.465318856,8.340083,-0.439261,-0.465318856,-0.000313,0.000127,0.004901,-0.000001,0.004256,0.000034,-0.000773
12/22/2015 15:58:36.467,0.0000,,x,15901,-15736,0.001893,-0.000309,8.33946,-0.439884,-0.465978814,8.33946,-0.439884,-0.465978814,-0.000313,0.000128,0.004908,-0.000001,0.004262,0.000034,-0.000774
12/22/2015 15:58:38.183,0.0000,,x,15907,-15742,0.001775,-0.000309,8.338825,-0.440519,-0.466651483,8.338825,-0.440519,-0.466651483,-0.000313,0.000129,0.004913,-0.000001,0.004266,0.000034,-0.000775
12/22/2015 15:58:39.836,0.0000,,x,15914,-15749,-0.000449,-0.000309,8.337984,-0.44136,-0.467542373,8.337984,-0.44136,-0.467542373,-0.000313,0.000131,0.004918,-0.000001,0.004268,0.000034,-0.000777
12/22/2015 15:58:41.553,0.0000,,x,15920,-15755,0.002215,-0.000309,8.337057,-0.442287,-0.468524364,8.337057,-0.442287,-0.468524364,-0.000313,0.000133,0.004922,-0.000001,0.004269,0.000034,-0.000779
12/22/2015 15:58:43.222,0.0000,,x,15926,-15761,0.002735,-0.000309,8.336194,-0.44315,-0.469438559,8.336194,-0.44315,-0.469438559,-0.000313,0.000135,0.004926,-0.000001,0.004271,0.000034,-0.00078
12/22/2015 15:58:45.000,0.0000,,x,15932,-15767,0.00402,-0.00031,8.335485,-0.443859,-0.470189619,8.335485,-0.443859,-0.470189619,-0.000314,0.000136,0.00493,-0.000001,0.004273,0.000034,-0.000782
12/22/2015 15:58:46.888,0.0000,,x,15938,-15773,-0.000123,-0.00031,8.334473,-0.444871,-0.471261653,8.334473,-0.444871,-0.471261653,-0.000314,0.000138,0.004935,-0.000001,0.004274,0.000034,-0.000783
12/22/2015 15:58:48.620,0.0000,,x,15944,-15779,-0.00086,-0.00031,8.333503,-0.445841,-0.472289195,8.333503,-0.445841,-0.472289195,-0.000314,0.000139,0.004939,-0.000001,0.004275,0.000034,-0.000784
12/22/2015 15:58:50.367,0.0000,,x,15951,-15786,-0.001881,-0.00031,8.332791,-0.446553,-0.473043432,8.332791,-0.446553,-0.473043432,-0.000314,0.00014,0.004944,-0.000001,0.004277,0.000034,-0.000785
12/22/2015 15:58:52.114,0.0000,,x,15957,-15792,0.003698,-0.000311,8.332152,-0.447192,-0.473720339,8.332152,-0.447192,-0.473720339,-0.000315,0.000141,0.004949,-0.000001,0.004278,0.000034,-0.000786
12/22/2015 15:58:53.954,0.0000,,x,15963,-15798,-0.001473,-0.000311,8.331409,-0.447935,-0.474507415,8.331409,-0.447935,-0.474507415,-0.000315,0.000142,0.004954,-0.000001,0.00428,0.000034,-0.000787
12/22/2015 15:58:55.718,0.0000,,x,15969,-15804,0.000939,-0.000311,8.330372,-0.448972,-0.475605932,8.330372,-0.448972,-0.475605932,-0.000315,0.000143,0.004959,-0.000001,0.004282,0.000034,-0.000788
12/22/2015 15:58:57.574,0.0000,,x,15975,-15810,0.003487,-0.000312,8.329199,-0.450145,-0.476848517,8.329199,-0.450145,-0.476848517,-0.000316,0.000144,0.004964,-0.000001,0.004285,0.000034,-0.00079
12/22/2015 15:58:59.477,0.0000,,x,15981,-15816,0.003283,-0.000312,8.328415,-0.450929,-0.477679025,8.328415,-0.450929,-0.477679025,-0.000316,0.000146,0.00497,-0.000001,0.004287,0.000034,-0.000791
12/22/2015 15:59:01.225,0.0000,,x,15988,-15823,0.003325,-0.000312,8.327438,-0.451906,-0.478713983,8.327438,-0.451906,-0.478713983,-0.000316,0.000147,0.004975,-0.000002,0.004287,0.000034,-0.000792
12/22/2015 15:59:03.035,0.0000,,x,15994,-15829,-0.001201,-0.000312,8.326647,-0.452697,-0.479551907,8.326647,-0.452697,-0.479551907,-0.000316,0.000148,0.00498,-0.000001,0.004286,0.000034,-0.000793
12/22/2015 15:59:04.985,-0.0033,,29,16000,-15835,-0.000949,-0.000312,8.326122,-0.453222,-0.480108051,8.326122,-0.453222,-0.480108051,-0.000316,0.000149,0.004984,-0.000001,0.004283,0.000034,-0.000794
12/22/2015 16:03:51.197,0.0000,85,x,16006,-15841,0.002996,-0.000302,8.325866,-0.453478,-0.480379237,8.325866,-0.453478,-0.480379237,-0.000306,0.000155,0.00488,-0.000001,0.003966,0.000035,-0.000778
12/22/2015 16:03:53.052,0.0000,,x,16012,-15847,0.000208,-0.000302,8.325787,-0.453557,-0.480462924,8.325787,-0.453557,-0.480462924,-0.000306,0.000155,0.004881,-0.000001,0.003967,0.000035,-0.000778
12/22/2015 16:03:54.940,0.0000,,x,16017,-15852,0.001995,-0.000302,8.32573,-0.453614,-0.480523305,8.32573,-0.453614,-0.480523305,-0.000306,0.000155,0.004883,-0.000001,0.003968,0.000034,-0.000779
12/22/2015 16:03:56.469,0.0000,,x,16023,-15858,-0.000241,-0.000303,8.325268,-0.454076,-0.481012712,8.325268,-0.454076,-0.481012712,-0.000307,0.000154,0.004886,-0.000001,0.003971,0.000035,-0.00078
12/22/2015 16:03:58.122,0.0000,,x,16029,-15864,0.003117,-0.000303,8.324389,-0.454955,-0.481943856,8.324389,-0.454955,-0.481943856,-0.000307,0.000154,0.004893,-0.000001,0.003978,0.000035,-0.000783
12/22/2015 16:03:59.978,0.0000,,x,16035,-15870,-0.001354,-0.000304,8.323384,-0.45596,-0.483008475,8.323384,-0.45596,-0.483008475,-0.000308,0.000153,0.0049,-0.000001,0.003984,0.000035,-0.000785
12/22/2015 16:04:01.914,0.0000,,x,16041,-15876,-0.002764,-0.000304,8.32241,-0.456934,-0.484040254,8.32241,-0.456934,-0.484040254,-0.000308,0.000153,0.004906,-0.000001,0.00399,0.000035,-0.000787
12/22/2015 16:04:03.646,0.0000,,x,16047,-15882,-0.003236,-0.000305,8.321875,-0.457469,-0.484606992,8.321875,-0.457469,-0.484606992,-0.000309,0.000153,0.00491,-0.000001,0.003994,0.000035,-0.000788
12/22/2015 16:04:05.315,0.0000,,x,16052,-15887,0.002294,-0.000305,8.321075,-0.458269,-0.485454449,8.321075,-0.458269,-0.485454449,-0.000309,0.000153,0.004915,-0.000001,0.003998,0.000035,-0.000789
12/22/2015 16:04:07.187,0.0000,,x,16058,-15893,0.000046,-0.000305,8.320424,-0.45892,-0.486144068,8.320424,-0.45892,-0.486144068,-0.000309,0.000154,0.004919,-0.000001,0.004003,0.000035,-0.00079
12/22/2015 16:04:08.950,0.0000,,x,16064,-15899,0.003414,-0.000306,8.319538,-0.459806,-0.487082627,8.319538,-0.459806,-0.487082627,-0.00031,0.000154,0.004923,-0.000001,0.004007,0.000035,-0.000791
12/22/2015 16:04:10.822,0.0000,,x,16070,-15905,0.000419,-0.000306,8.318722,-0.460622,-0.487947034,8.318722,-0.460622,-0.487947034,-0.00031,0.000154,0.004928,-0.000001,0.004011,0.000035,-0.000792
12/22/2015 16:04:12.679,0.0000,,x,16076,-15911,-0.001109,-0.000307,8.317733,-0.461611,-0.488994703,8.317733,-0.461611,-0.488994703,-0.000311,0.000155,0.004934,-0.000001,0.004017,0.000035,-0.000794
12/22/2015 16:04:14.550,0.0000,,x,16081,-15916,0.000119,-0.000307,8.316654,-0.46269,-0.490137712,8.316654,-0.46269,-0.490137712,-0.000311,0.000155,0.00494,-0.000001,0.004022,0.000035,-0.000795
12/22/2015 16:04:16.188,0.0000,,x,16087,-15922,0.002282,-0.000308,8.315886,-0.463458,-0.490951271,8.315886,-0.463458,-0.490951271,-0.000312,0.000156,0.004946,-0.000001,0.004028,0.000035,-0.000797
12/22/2015 16:04:17.952,0.0000,,x,16093,-15928,0.000126,-0.000308,8.315159,-0.464185,-0.491721398,8.315159,-0.464185,-0.491721398,-0.000312,0.000157,0.004953,-0.000001,0.004034,0.000035,-0.000798
12/22/2015 16:04:19.870,0.0000,,x,16099,-15934,0.000377,-0.000309,8.314279,-0.465065,-0.492653602,8.314279,-0.465065,-0.492653602,-0.000313,0.000158,0.004959,-0.000001,0.00404,0.000035,-0.0008
12/22/2015 16:04:21.541,0.0000,,x,16105,-15940,0.001985,-0.000309,8.313321,-0.466023,-0.493668432,8.313321,-0.466023,-0.493668432,-0.000313,0.00016,0.004964,-0.000001,0.004044,0.000035,-0.000801
12/22/2015 16:04:23.302,0.0000,,x,16110,-15945,0.002824,-0.00031,8.31243,-0.466914,-0.494612288,8.31243,-0.466914,-0.494612288,-0.000314,0.000161,0.004968,-0.000001,0.004048,0.000035,-0.000801
12/22/2015 16:04:24.956,0.0000,,x,16116,-15951,-0.000468,-0.00031,8.312015,-0.467329,-0.495051907,8.312015,-0.467329,-0.495051907,-0.000314,0.000162,0.004973,-0.000001,0.004052,0.000035,-0.000802
12/22/2015 16:04:26.813,0.0000,,x,16122,-15957,-0.000643,-0.00031,8.31149,-0.467854,-0.495608051,8.31149,-0.467854,-0.495608051,-0.000314,0.000163,0.004977,-0.000001,0.004055,0.000035,-0.000803
12/22/2015 16:04:28.794,0.0000,,x,16128,-15963,-0.000997,-0.000311,8.310731,-0.468613,-0.496412076,8.310731,-0.468613,-0.496412076,-0.000315,0.000164,0.004981,-0.000001,0.004059,0.000035,-0.000804
12/22/2015 16:04:30.666,0.0000,,x,16134,-15969,-0.000126,-0.000311,8.310121,-0.469223,-0.497058263,8.310121,-0.469223,-0.497058263,-0.000315,0.000165,0.004986,-0.000001,0.004063,0.000035,-0.000805
12/22/2015 16:04:32.570,0.0000,,x,16140,-15975,0.00218,-0.000311,8.309131,-0.470213,-0.498106992,8.309131,-0.470213,-0.498106992,-0.000315,0.000166,0.00499,-0.000001,0.004066,0.000035,-0.000806
12/22/2015 16:04:34.489,0.0000,,x,16145,-15980,0.000116,-0.000312,8.308271,-0.471073,-0.499018008,8.308271,-0.471073,-0.499018008,-0.000316,0.000167,0.004994,-0.000001,0.00407,0.000035,-0.000807
12/22/2015 16:04:36.188,0.0000,,x,16151,-15986,0.000122,-0.000312,8.307481,-0.471863,-0.499854873,8.307481,-0.471863,-0.499854873,-0.000316,0.000168,0.004998,-0.000001,0.004074,0.000035,-0.000809
12/22/2015 16:04:37.952,0.0000,,x,16157,-15992,0.003851,-0.000312,8.306358,-0.472986,-0.501044492,8.306358,-0.472986,-0.501044492,-0.000316,0.000169,0.005003,-0.000001,0.004078,0.000035,-0.00081
12/22/2015 16:04:39.761,0.0000,,x,16163,-15998,-0.003281,-0.000313,8.305615,-0.473729,-0.501831568,8.305615,-0.473729,-0.501831568,-0.000317,0.00017,0.005007,-0.000001,0.004082,0.000035,-0.000811
12/22/2015 16:04:41.697,0.0000,,x,16169,-16004,0.001953,-0.000313,8.304369,-0.474975,-0.503151483,8.304369,-0.474975,-0.503151483,-0.000317,0.000171,0.005012,-0.000001,0.004086,0.000035,-0.000812
12/22/2015 16:04:43.694,0.0000,,x,16174,-16009,0.003803,-0.000313,8.303442,-0.475902,-0.504133475,8.303442,-0.475902,-0.504133475,-0.000317,0.000172,0.005018,-0.000001,0.004092,0.000035,-0.000813
12/22/2015 16:04:45.472,0.0000,,x,16180,-16015,0.001507,-0.000314,8.302478,-0.476866,-0.505154661,8.302478,-0.476866,-0.505154661,-0.000318,0.000174,0.005023,-0.000001,0.004096,0.000035,-0.000815
12/22/2015 16:04:47.156,0.0000,,x,16186,-16021,-0.000107,-0.000314,8.30158,-0.477764,-0.506105932,8.30158,-0.477764,-0.506105932,-0.000318,0.000175,0.005027,-0.000001,0.0041,0.000035,-0.000815
12/22/2015 16:04:49.277,0.0000,,x,16192,-16027,0.000157,-0.000314,8.300546,-0.478798,-0.507201271,8.300546,-0.478798,-0.507201271,-0.000318,0.000176,0.005033,-0.000001,0.004106,0.000035,-0.000817
12/22/2015 16:04:51.056,0.0000,,x,16198,-16033,-0.000914,-0.000314,8.299581,-0.479763,-0.508223517,8.299581,-0.479763,-0.508223517,-0.000318,0.000178,0.005038,-0.000001,0.00411,0.000035,-0.000818
12/22/2015 16:04:52.820,0.0000,,x,16203,-16038,0.000811,-0.000315,8.298772,-0.480572,-0.509080508,8.298772,-0.480572,-0.509080508,-0.000319,0.000179,0.005042,-0.000001,0.004114,0.000035,-0.000819
12/22/2015 16:04:54.706,0.0000,,x,16209,-16044,-0.00101,-0.000315,8.297909,-0.481435,-0.509994703,8.297909,-0.481435,-0.509994703,-0.000319,0.00018,0.005047,-0.000001,0.004119,0.000035,-0.00082
12/22/2015 16:04:56.595,0.0000,,x,16215,-16050,-0.001259,-0.000315,8.297178,-0.482166,-0.510769068,8.297178,-0.482166,-0.510769068,-0.000319,0.000181,0.005052,-0.000001,0.004124,0.000035,-0.000821
12/22/2015 16:04:58.405,0.0000,,x,16221,-16056,0.002071,-0.000315,8.29646,-0.482884,-0.511529661,8.29646,-0.482884,-0.511529661,-0.000319,0.000182,0.005057,-0.000001,0.004128,0.000035,-0.000822
12/22/2015 16:05:00.213,0.0000,,x,16227,-16062,0.004307,-0.000316,8.295426,-0.483918,-0.512625,8.295426,-0.483918,-0.512625,-0.00032,0.000183,0.005062,-0.000001,0.004133,0.000035,-0.000823
12/22/2015 16:05:02.117,0.0000,,x,16233,-16068,-0.000455,-0.000316,8.294743,-0.484601,-0.513348517,8.294743,-0.484601,-0.513348517,-0.00032,0.000185,0.005067,-0.000001,0.004138,0.000035,-0.000825
12/22/2015 16:05:04.052,0.0000,,x,16238,-16073,-0.000969,-0.000316,8.293851,-0.485493,-0.514293432,8.293851,-0.485493,-0.514293432,-0.00032,0.000186,0.005073,-0.000001,0.004144,0.000035,-0.000826
12/22/2015 16:05:06.221,0.0000,,x,16244,-16079,0.003344,-0.000316,8.2927,-0.486644,-0.515512712,8.2927,-0.486644,-0.515512712,-0.00032,0.000188,0.00508,-0.000001,0.004151,0.000035,-0.000827
12/22/2015 16:05:08.030,0.0000,,x,16250,-16085,-0.000997,-0.000317,8.291964,-0.48738,-0.516292373,8.291964,-0.48738,-0.516292373,-0.000321,0.000189,0.005086,-0.000001,0.004156,0.000035,-0.000828
